REQUEST_YRQTR,GEO_CONTINENT,STRIPE,BOOKED_AMOUNT
2005-Q4,EMEIA,Software,1.2879910429144453E7
2006-Q1,APAC,Academic,1259056.0773861124
2006-Q1,APAC,Core Test,5357893.565323337
2006-Q1,APAC,Data Acquisition,1.5508312745019743E7
2006-Q1,APAC,Embedded Systems,2966953.9463060694
2006-Q1,APAC,Global Services,269763.74320157734
2006-Q1,APAC,No Stripe Assigned,557.3618051202915
2006-Q1,APAC,RF,739464.9162651481
2006-Q1,APAC,Software,5554026.040524307
2006-Q1,Americas,Academic,1158412.477814928
2006-Q1,Americas,Core Test,1.6083884199895108E7
2006-Q1,Americas,Data Acquisition,2.7803805577074908E7
2006-Q1,Americas,Embedded Systems,8271164.345502755
2006-Q1,Americas,Global Services,803828.7222224138
2006-Q1,Americas,No Stripe Assigned,2606.290006420083
2006-Q1,Americas,RF,978984.2979301019
2006-Q1,Americas,Software,1.2879297261153918E7
2006-Q1,EMEIA,Academic,2391129.479530743
2006-Q1,EMEIA,Core Test,1.0084857330094734E7
2006-Q1,EMEIA,Data Acquisition,2.0021309593304295E7
2006-Q1,EMEIA,Embedded Systems,5806279.317093711
2006-Q1,EMEIA,Global Services,438781.67185541824
2006-Q1,EMEIA,No Stripe Assigned,6051.521396466256
2006-Q1,EMEIA,RF,627788.0720081063
2006-Q1,EMEIA,Software,1.0551873222453102E7
2006-Q2,APAC,Academic,981615.8051100279
2006-Q2,APAC,Core Test,6930862.606446764
2006-Q2,APAC,Data Acquisition,1.5876526946951756E7
2006-Q2,APAC,Embedded Systems,2987836.1522732438
2006-Q2,APAC,Global Services,323023.17477477883
2006-Q2,APAC,No Stripe Assigned,0.0
2006-Q2,APAC,RF,546601.6775421122
2006-Q2,APAC,Software,4704803.884753765
2006-Q2,Americas,Academic,1500102.0347410506
2006-Q2,Americas,Core Test,1.6323477656006884E7
2006-Q2,Americas,Data Acquisition,2.8348660798715774E7
2006-Q2,Americas,Embedded Systems,9479896.213826716
2006-Q2,Americas,Global Services,875232.5090191129
2006-Q2,Americas,No Stripe Assigned,14395.028982789978
2006-Q2,Americas,RF,1183457.0991714136
2006-Q2,Americas,Software,1.4663278071393954E7
2006-Q2,EMEIA,Academic,1926548.612746888
2006-Q2,EMEIA,Core Test,1.1854224583944237E7
2006-Q2,EMEIA,Data Acquisition,2.0757407113290217E7
2006-Q2,EMEIA,Embedded Systems,6503818.323577274
2006-Q2,EMEIA,Global Services,524069.1710033346
2006-Q2,EMEIA,No Stripe Assigned,39774.21831011191
2006-Q2,EMEIA,RF,790515.7739859413
2006-Q2,EMEIA,Software,1.2616567700272724E7
2006-Q3,APAC,Academic,1265661.247250992
2006-Q3,APAC,Core Test,7617999.743171611
2006-Q3,APAC,Data Acquisition,1.7356646068104103E7
2006-Q3,APAC,Embedded Systems,3283557.199055783
2006-Q3,APAC,Global Services,346542.28270248784
2006-Q3,APAC,No Stripe Assigned,7848.605444200617
2006-Q3,APAC,RF,1439996.106960115
2006-Q3,APAC,Software,5149961.934278813
2006-Q3,Americas,Academic,1406702.0089960906
2006-Q3,Americas,Core Test,1.752213185864687E7
2006-Q3,Americas,Data Acquisition,2.9632510515570715E7
2006-Q3,Americas,Embedded Systems,9298378.155911155
2006-Q3,Americas,Global Services,1184235.796061183
2006-Q3,Americas,No Stripe Assigned,21684.288934857148
2006-Q3,Americas,RF,1480480.0637661975
2006-Q3,Americas,Software,1.4478878801675534E7
2006-Q3,EMEIA,Academic,2194365.116487675
2006-Q3,EMEIA,Core Test,1.116117012706869E7
2006-Q3,EMEIA,Data Acquisition,1.9776175707559854E7
2006-Q3,EMEIA,Embedded Systems,6653659.589578479
2006-Q3,EMEIA,Global Services,470252.3591478603
2006-Q3,EMEIA,No Stripe Assigned,4186.348332831451
2006-Q3,EMEIA,RF,926438.1067292503
2006-Q3,EMEIA,Software,1.0521927544858497E7
2006-Q4,APAC,Academic,1657399.7899980957
2006-Q4,APAC,Core Test,7594169.647761665
2006-Q4,APAC,Data Acquisition,1.6186408277600717E7
2006-Q4,APAC,Embedded Systems,3416672.097592087
2006-Q4,APAC,Global Services,361371.25157520926
2006-Q4,APAC,No Stripe Assigned,2359.0921873825228
2006-Q4,APAC,RF,889269.5911955076
2006-Q4,APAC,Software,5858491.791881405
2006-Q4,Americas,Academic,1795717.506700268
2006-Q4,Americas,Core Test,1.9046179329677247E7
2006-Q4,Americas,Data Acquisition,2.9651504870452996E7
2006-Q4,Americas,Embedded Systems,8802880.9098903
2006-Q4,Americas,Global Services,982321.3617561538
2006-Q4,Americas,No Stripe Assigned,159947.43154392153
2006-Q4,Americas,RF,1233068.3385481313
2006-Q4,Americas,Software,1.5384639703169765E7
2006-Q4,EMEIA,Academic,3319063.5503595714
2006-Q4,EMEIA,Core Test,1.3561144586580914E7
2006-Q4,EMEIA,Data Acquisition,2.5161319036088657E7
2006-Q4,EMEIA,Embedded Systems,8016474.882063624
2006-Q4,EMEIA,Global Services,669425.0940354553
2006-Q4,EMEIA,No Stripe Assigned,6201.857705916853
2006-Q4,EMEIA,RF,1118484.025135904
2006-Q4,EMEIA,Software,1.550366621032987E7
2007-Q1,APAC,Academic,1582022.1430563184
2007-Q1,APAC,Core Test,7881846.881892538
2007-Q1,APAC,Data Acquisition,1.6256185337134894E7
2007-Q1,APAC,Embedded Systems,3697828.0793850543
2007-Q1,APAC,Global Services,413711.3104555544
2007-Q1,APAC,No Stripe Assigned,1696.9169247751586
2007-Q1,APAC,RF,883013.7680783548
2007-Q1,APAC,Software,6524879.088062246
2007-Q1,Americas,Academic,2769170.909101666
2007-Q1,Americas,Core Test,1.7791089065652948E7
2007-Q1,Americas,Data Acquisition,2.765333447676043E7
2007-Q1,Americas,Embedded Systems,8401362.868618753
2007-Q1,Americas,Global Services,888545.5629820849
2007-Q1,Americas,No Stripe Assigned,122672.9505340465
2007-Q1,Americas,RF,1347206.9430057565
2007-Q1,Americas,Software,1.4205565181662224E7
2007-Q1,EMEIA,Academic,2630583.037764831
2007-Q1,EMEIA,Core Test,1.1785878340770897E7
2007-Q1,EMEIA,Data Acquisition,2.3176395209065445E7
2007-Q1,EMEIA,Embedded Systems,9223744.219700115
2007-Q1,EMEIA,Global Services,633944.5859075338
2007-Q1,EMEIA,No Stripe Assigned,15151.617955175383
2007-Q1,EMEIA,RF,929325.0053150906
2007-Q1,EMEIA,Software,1.394695629603006E7
2007-Q2,APAC,Academic,1201307.6709278561
2007-Q2,APAC,Core Test,7753151.953261353
2007-Q2,APAC,Data Acquisition,1.6839287014017686E7
2007-Q2,APAC,Embedded Systems,3332619.825988878
2007-Q2,APAC,Global Services,396094.01837838755
2007-Q2,APAC,RF,1319132.8300853076
2007-Q2,APAC,Software,5272320.528549682
2007-Q2,Americas,Academic,2934567.149838354
2007-Q2,Americas,Core Test,1.8633660525930256E7
2007-Q2,Americas,Data Acquisition,3.013715179369924E7
2007-Q2,Americas,Embedded Systems,9847970.220126616
2007-Q2,Americas,Global Services,1032427.843314887
2007-Q2,Americas,No Stripe Assigned,264329.2094597231
2007-Q2,Americas,RF,2024336.2149605916
2007-Q2,Americas,Software,1.5465906886042194E7
2007-Q2,EMEIA,Academic,2610226.0695356415
2007-Q2,EMEIA,Core Test,1.3303926485472389E7
2007-Q2,EMEIA,Data Acquisition,2.315968039102231E7
2007-Q2,EMEIA,Embedded Systems,8680752.17890397
2007-Q2,EMEIA,Global Services,720869.0092121245
2007-Q2,EMEIA,Horizontal Products,0.0
2007-Q2,EMEIA,No Stripe Assigned,2433.617147001155
2007-Q2,EMEIA,RF,1666534.463428982
2007-Q2,EMEIA,Software,1.491205595363598E7
2007-Q3,APAC,Academic,1582293.8788818703
2007-Q3,APAC,Core Test,9779795.56293353
2007-Q3,APAC,Data Acquisition,1.6862564685176957E7
2007-Q3,APAC,Embedded Systems,4204270.1662179995
2007-Q3,APAC,Global Services,428400.38423906994
2007-Q3,APAC,No Stripe Assigned,3371.599082664443
2007-Q3,APAC,RF,858122.3054850406
2007-Q3,APAC,Software,5581984.871402765
2007-Q3,Americas,Academic,2736460.701149452
2007-Q3,Americas,Core Test,2.1277650438748017E7
2007-Q3,Americas,Data Acquisition,2.9745932767029673E7
2007-Q3,Americas,Embedded Systems,1.0536924030940339E7
2007-Q3,Americas,Global Services,1093278.968644506
2007-Q3,Americas,No Stripe Assigned,78229.6030575124
2007-Q3,Americas,RF,1469012.5687972836
2007-Q3,Americas,Software,1.575041378279648E7
2007-Q3,EMEIA,Academic,3334472.212115321
2007-Q3,EMEIA,Core Test,1.313647171777226E7
2007-Q3,EMEIA,Data Acquisition,2.3048655869445972E7
2007-Q3,EMEIA,Embedded Systems,8738277.127329018
2007-Q3,EMEIA,Global Services,708774.7203902701
2007-Q3,EMEIA,No Stripe Assigned,6282.317956379672
2007-Q3,EMEIA,RF,959477.808947743
2007-Q3,EMEIA,Software,1.2646088028753433E7
2007-Q4,APAC,Academic,1709310.1770587466
2007-Q4,APAC,Core Test,9738780.113038082
2007-Q4,APAC,Data Acquisition,1.882268905940866E7
2007-Q4,APAC,Embedded Systems,4736970.306656891
2007-Q4,APAC,Global Services,544636.944414313
2007-Q4,APAC,RF,1334830.4660852174
2007-Q4,APAC,Software,6403848.536598693
2007-Q4,Americas,Academic,2546628.5319827027
2007-Q4,Americas,Core Test,1.9056335684203953E7
2007-Q4,Americas,Data Acquisition,2.8324577494572014E7
2007-Q4,Americas,Embedded Systems,1.0457159398305357E7
2007-Q4,Americas,Global Services,1003001.8904327828
2007-Q4,Americas,No Stripe Assigned,157306.44463765383
2007-Q4,Americas,RF,1299188.0005932995
2007-Q4,Americas,Software,1.6797807252224248E7
2007-Q4,EMEIA,Academic,5029373.472864231
2007-Q4,EMEIA,Core Test,1.8123395244491458E7
2007-Q4,EMEIA,Data Acquisition,3.0001670930706006E7
2007-Q4,EMEIA,Embedded Systems,1.24687623118748E7
2007-Q4,EMEIA,Global Services,1104382.5004151978
2007-Q4,EMEIA,Horizontal Products,0.0
2007-Q4,EMEIA,No Stripe Assigned,2223.3863696389253
2007-Q4,EMEIA,RF,1979914.4854302874
2007-Q4,EMEIA,Software,1.8971453838234313E7
2008-Q1,APAC,Academic,1784411.7510639546
2008-Q1,APAC,Core Test,1.010186690438761E7
2008-Q1,APAC,Data Acquisition,1.869601784969576E7
2008-Q1,APAC,Embedded Systems,4781877.381939732
2008-Q1,APAC,Global Services,576330.1717687558
2008-Q1,APAC,RF,1903276.3139174047
2008-Q1,APAC,Software,7626705.694802858
2008-Q1,Americas,Academic,2600600.725432124
2008-Q1,Americas,Core Test,1.9075949142725594E7
2008-Q1,Americas,Data Acquisition,2.7941052720536996E7
2008-Q1,Americas,Embedded Systems,1.0550357465682935E7
2008-Q1,Americas,Global Services,1042726.8512318699
2008-Q1,Americas,No Stripe Assigned,107556.81926712736
2008-Q1,Americas,RF,1609373.885507359
2008-Q1,Americas,Software,1.5746317795520253E7
2008-Q1,EMEIA,Academic,2839039.7300102734
2008-Q1,EMEIA,Core Test,1.3975738172509335E7
2008-Q1,EMEIA,Data Acquisition,2.4421907979292776E7
2008-Q1,EMEIA,Embedded Systems,1.0146326923425375E7
2008-Q1,EMEIA,Global Services,966687.606223124
2008-Q1,EMEIA,No Stripe Assigned,1758.292986219747
2008-Q1,EMEIA,RF,1327200.7242946986
2008-Q1,EMEIA,Software,1.6575227759989778E7
2008-Q2,APAC,Academic,1369202.0528818662
2008-Q2,APAC,Core Test,1.1258096720203122E7
2008-Q2,APAC,Data Acquisition,1.7348802711579204E7
2008-Q2,APAC,Embedded Systems,4636928.880643843
2008-Q2,APAC,Global Services,643565.1343494595
2008-Q2,APAC,RF,2076789.1215435565
2008-Q2,APAC,Software,6448564.091842214
2008-Q2,Americas,Academic,3063825.161432877
2008-Q2,Americas,Core Test,2.1264751365810428E7
2008-Q2,Americas,Data Acquisition,3.1516274806671143E7
2008-Q2,Americas,Embedded Systems,1.1722611650805315E7
2008-Q2,Americas,Global Services,1347399.2581967833
2008-Q2,Americas,No Stripe Assigned,225637.97069269323
2008-Q2,Americas,RF,2144503.610961829
2008-Q2,Americas,Software,1.6266785956806134E7
2008-Q2,EMEIA,Academic,3142808.7100421307
2008-Q2,EMEIA,Core Test,1.751594717359947E7
2008-Q2,EMEIA,Data Acquisition,2.8060187234886378E7
2008-Q2,EMEIA,Embedded Systems,1.0889339483974144E7
2008-Q2,EMEIA,Global Services,1256752.2659298857
2008-Q2,EMEIA,Horizontal Products,0.0
2008-Q2,EMEIA,No Stripe Assigned,908.7618667852706
2008-Q2,EMEIA,RF,1891049.2758703732
2008-Q2,EMEIA,Software,1.891775205399486E7
2008-Q3,APAC,Academic,1714790.5208601851
2008-Q3,APAC,Core Test,1.0875423314470427E7
2008-Q3,APAC,Data Acquisition,1.7552242070963245E7
2008-Q3,APAC,Embedded Systems,4902114.207799225
2008-Q3,APAC,Global Services,791597.7580927804
2008-Q3,APAC,RF,2063445.0885699696
2008-Q3,APAC,Software,6299437.124527225
2008-Q3,Americas,Academic,3218995.899286863
2008-Q3,Americas,Core Test,2.564623796100245E7
2008-Q3,Americas,Data Acquisition,3.253737498759981E7
2008-Q3,Americas,Embedded Systems,1.2856678604237035E7
2008-Q3,Americas,Global Services,1424031.557111403
2008-Q3,Americas,No Stripe Assigned,434675.69999708503
2008-Q3,Americas,RF,2069521.3700178147
2008-Q3,Americas,Software,1.6933309712669067E7
2008-Q3,EMEIA,Academic,3668862.7680982267
2008-Q3,EMEIA,Core Test,1.701430976750153E7
2008-Q3,EMEIA,Data Acquisition,2.6156798018883076E7
2008-Q3,EMEIA,Embedded Systems,1.1383589505499905E7
2008-Q3,EMEIA,Global Services,1140925.994454142
2008-Q3,EMEIA,No Stripe Assigned,3358.1639586790525
2008-Q3,EMEIA,RF,1703388.990193485
2008-Q3,EMEIA,Software,1.678045145934653E7
2008-Q4,APAC,Academic,1883153.6243330573
2008-Q4,APAC,Core Test,9107785.373060446
2008-Q4,APAC,Data Acquisition,1.5192351570450254E7
2008-Q4,APAC,Embedded Systems,5081713.388199543
2008-Q4,APAC,Global Services,624366.4192674778
2008-Q4,APAC,RF,1979798.4050750171
2008-Q4,APAC,Software,6121513.32458685
2008-Q4,Americas,Academic,3056510.517559138
2008-Q4,Americas,Core Test,2.171158324023862E7
2008-Q4,Americas,Data Acquisition,2.6862808723862782E7
2008-Q4,Americas,Embedded Systems,1.0433141225289734E7
2008-Q4,Americas,Global Services,1268957.0029826602
2008-Q4,Americas,No Stripe Assigned,584270.4695051875
2008-Q4,Americas,RF,2950046.3796667107
2008-Q4,Americas,Software,1.6601155314236386E7
2008-Q4,EMEIA,Academic,3405112.3840696933
2008-Q4,EMEIA,Core Test,1.590665304462235E7
2008-Q4,EMEIA,Data Acquisition,2.4203868044426627E7
2008-Q4,EMEIA,Embedded Systems,1.1740047925296362E7
2008-Q4,EMEIA,Global Services,1167094.326297956
2008-Q4,EMEIA,No Stripe Assigned,2460.176924734727
2008-Q4,EMEIA,RF,2169505.001256401
2008-Q4,EMEIA,Software,1.8466048577124145E7
2009-Q1,APAC,Academic,1835434.0258211605
2009-Q1,APAC,Core Test,7812209.003984759
2009-Q1,APAC,Data Acquisition,1.157731132526258E7
2009-Q1,APAC,Embedded Systems,4715151.859410649
2009-Q1,APAC,Global Services,483273.35113936587
2009-Q1,APAC,RF,2218411.3819771125
2009-Q1,APAC,Software,5816453.21762953
2009-Q1,Americas,Academic,3105911.8724515666
2009-Q1,Americas,Core Test,1.6250692706143102E7
2009-Q1,Americas,Data Acquisition,2.215067591258677E7
2009-Q1,Americas,Embedded Systems,8474539.014377767
2009-Q1,Americas,Global Services,1134991.8868384673
2009-Q1,Americas,No Stripe Assigned,56703.68999073591
2009-Q1,Americas,RF,2323211.0794573915
2009-Q1,Americas,Software,1.317534788871613E7
2009-Q1,EMEIA,Academic,2992750.6926868004
2009-Q1,EMEIA,Core Test,1.064753668617163E7
2009-Q1,EMEIA,Data Acquisition,1.793578581359148E7
2009-Q1,EMEIA,Embedded Systems,7748269.651145713
2009-Q1,EMEIA,Global Services,963021.6617963916
2009-Q1,EMEIA,No Stripe Assigned,3002.0
2009-Q1,EMEIA,RF,1202787.6190121411
2009-Q1,EMEIA,Software,1.2706404450236613E7
2009-Q2,APAC,Academic,1641721.9069537104
2009-Q2,APAC,Core Test,8010565.5843409775
2009-Q2,APAC,Data Acquisition,1.1657991278594417E7
2009-Q2,APAC,Embedded Systems,4155194.2959815217
2009-Q2,APAC,Global Services,603924.4829064335
2009-Q2,APAC,No Stripe Assigned,1060.8087502921087
2009-Q2,APAC,RF,2124114.9508468555
2009-Q2,APAC,Software,4608387.09465431
2009-Q2,Americas,Academic,3718891.598587116
2009-Q2,Americas,Core Test,1.6353738557566479E7
2009-Q2,Americas,Data Acquisition,2.2671258343314484E7
2009-Q2,Americas,Embedded Systems,9527890.820524728
2009-Q2,Americas,Global Services,1264299.0069456627
2009-Q2,Americas,No Stripe Assigned,101482.32396389726
2009-Q2,Americas,RF,2280859.7940283115
2009-Q2,Americas,Software,1.328662672693456E7
2009-Q2,EMEIA,Academic,2644651.3272652994
2009-Q2,EMEIA,Core Test,1.125733534794241E7
2009-Q2,EMEIA,Data Acquisition,1.6735874317244617E7
2009-Q2,EMEIA,Embedded Systems,8836770.075255426
2009-Q2,EMEIA,Global Services,997639.6761303038
2009-Q2,EMEIA,No Stripe Assigned,2290.9581332149437
2009-Q2,EMEIA,RF,1518653.121845531
2009-Q2,EMEIA,Software,1.3536329151923764E7
2009-Q3,APAC,Academic,1221455.836381049
2009-Q3,APAC,Core Test,9838430.119353823
2009-Q3,APAC,Data Acquisition,1.5200034533685511E7
2009-Q3,APAC,Embedded Systems,4546849.61691058
2009-Q3,APAC,Global Services,802549.7927794763
2009-Q3,APAC,RF,1609968.435062664
2009-Q3,APAC,Software,5135285.908048393
2009-Q3,Americas,Academic,3847052.390897208
2009-Q3,Americas,Core Test,1.9129307032630946E7
2009-Q3,Americas,Data Acquisition,2.4533993584499683E7
2009-Q3,Americas,Embedded Systems,1.0463333245090293E7
2009-Q3,Americas,Global Services,1233340.0993199272
2009-Q3,Americas,No Stripe Assigned,252681.84009616612
2009-Q3,Americas,RF,2232233.3657723307
2009-Q3,Americas,Software,1.4007794871470787E7
2009-Q3,EMEIA,Academic,3220167.6898004226
2009-Q3,EMEIA,Core Test,1.1712368744836597E7
2009-Q3,EMEIA,Data Acquisition,1.7840566116693206E7
2009-Q3,EMEIA,Embedded Systems,8769529.331042232
2009-Q3,EMEIA,Global Services,1116164.0766239672
2009-Q3,EMEIA,No Stripe Assigned,4583.037024589705
2009-Q3,EMEIA,RF,1585076.0753740957
2009-Q3,EMEIA,Software,1.1587995380838647E7
2009-Q4,APAC,Academic,1774713.7922758018
2009-Q4,APAC,Core Test,1.003418582984064E7
2009-Q4,APAC,Data Acquisition,1.6367842156920752E7
2009-Q4,APAC,Embedded Systems,5764716.855308709
2009-Q4,APAC,Global Services,1104746.8801471132
2009-Q4,APAC,RF,1946551.6906003575
2009-Q4,APAC,Software,6011864.811824703
2009-Q4,Americas,Academic,3553933.560593443
2009-Q4,Americas,Core Test,2.0350271255873132E7
2009-Q4,Americas,Data Acquisition,2.6564299409429107E7
2009-Q4,Americas,Embedded Systems,1.1247160474474346E7
2009-Q4,Americas,Global Services,1706356.9933763833
2009-Q4,Americas,No Stripe Assigned,323672.0703030576
2009-Q4,Americas,RF,2284430.681381644
2009-Q4,Americas,Software,1.5474539501945496E7
2009-Q4,EMEIA,Academic,3826790.3849191987
2009-Q4,EMEIA,Core Test,1.6722070255940253E7
2009-Q4,EMEIA,Data Acquisition,2.5048446293695778E7
2009-Q4,EMEIA,Embedded Systems,1.3545018180816296E7
2009-Q4,EMEIA,Global Services,1680721.484486269
2009-Q4,EMEIA,No Stripe Assigned,2944.0021440326577
2009-Q4,EMEIA,RF,4229488.420365229
2009-Q4,EMEIA,Software,1.8266755888646178E7
2010-Q1,APAC,Academic,1988054.4753411424
2010-Q1,APAC,Core Test,1.0398801042907117E7
2010-Q1,APAC,Data Acquisition,1.8439502913995128E7
2010-Q1,APAC,Embedded Systems,5775707.071447735
2010-Q1,APAC,Global Services,922828.6962390492
2010-Q1,APAC,RF,2248465.9320363696
2010-Q1,APAC,Software,6617801.971373473
2010-Q1,Americas,Academic,4692818.888057558
2010-Q1,Americas,Core Test,2.0625147922291163E7
2010-Q1,Americas,Data Acquisition,2.5710504434662208E7
2010-Q1,Americas,Embedded Systems,1.0772804346788226E7
2010-Q1,Americas,Global Services,1489364.959436649
2010-Q1,Americas,No Stripe Assigned,2113.662390859114
2010-Q1,Americas,RF,2802784.1050428394
2010-Q1,Americas,Software,1.5215191430547325E7
2010-Q1,EMEIA,Academic,3547836.4903653925
2010-Q1,EMEIA,Core Test,1.3829735943641502E7
2010-Q1,EMEIA,Data Acquisition,2.206215858038721E7
2010-Q1,EMEIA,Embedded Systems,1.062656195541016E7
2010-Q1,EMEIA,Global Services,1424865.425233738
2010-Q1,EMEIA,No Stripe Assigned,3101.3392303698356
2010-Q1,EMEIA,RF,1642747.0794629615
2010-Q1,EMEIA,Software,1.5029983149760716E7
2010-Q2,APAC,Academic,1109067.1126631538
2010-Q2,APAC,Core Test,1.3258431502721556E7
2010-Q2,APAC,Data Acquisition,2.04531288659E7
2010-Q2,APAC,Embedded Systems,6945420.999621358
2010-Q2,APAC,Global Services,871566.1789531987
2010-Q2,APAC,No Stripe Assigned,4510.099919648148
2010-Q2,APAC,RF,3675379.9132030574
2010-Q2,APAC,Software,5735692.956695772
2010-Q2,Americas,Academic,3912200.5453697355
2010-Q2,Americas,Core Test,2.0377886153626524E7
2010-Q2,Americas,Data Acquisition,2.7432331575442363E7
2010-Q2,Americas,Embedded Systems,1.2659819822829941E7
2010-Q2,Americas,Global Services,1630322.975275484
2010-Q2,Americas,No Stripe Assigned,750966.6458372135
2010-Q2,Americas,RF,2684850.3889353625
2010-Q2,Americas,Software,1.582128454558737E7
2010-Q2,EMEIA,Academic,3677026.5638118987
2010-Q2,EMEIA,Core Test,1.5379520209100204E7
2010-Q2,EMEIA,Data Acquisition,2.256852666782995E7
2010-Q2,EMEIA,Embedded Systems,1.1014525229967473E7
2010-Q2,EMEIA,Global Services,1278306.0602791202
2010-Q2,EMEIA,No Stripe Assigned,2890.760345317168
2010-Q2,EMEIA,RF,2383473.175771704
2010-Q2,EMEIA,Software,1.5224008092328126E7
2010-Q3,APAC,Academic,1562960.3997581443
2010-Q3,APAC,Core Test,1.4615644517057791E7
2010-Q3,APAC,Data Acquisition,2.1059343790289227E7
2010-Q3,APAC,Embedded Systems,6817498.987023373
2010-Q3,APAC,Global Services,1027445.314872971
2010-Q3,APAC,No Stripe Assigned,1078.3278869746737
2010-Q3,APAC,RF,4001475.5510286605
2010-Q3,APAC,Software,5739053.097024543
2010-Q3,Americas,Academic,3609807.700018982
2010-Q3,Americas,Core Test,2.6667097507766146E7
2010-Q3,Americas,Data Acquisition,3.017475202713399E7
2010-Q3,Americas,Embedded Systems,1.4569725177620847E7
2010-Q3,Americas,Global Services,1967184.4967110192
2010-Q3,Americas,No Stripe Assigned,392976.32713815506
2010-Q3,Americas,RF,3155913.7759304014
2010-Q3,Americas,Software,1.615534325800486E7
2010-Q3,EMEIA,Academic,3635230.3232101416
2010-Q3,EMEIA,Core Test,1.6148537356743107E7
2010-Q3,EMEIA,Data Acquisition,2.265051976387793E7
2010-Q3,EMEIA,Embedded Systems,1.1713801630331418E7
2010-Q3,EMEIA,Global Services,1417166.041915257
2010-Q3,EMEIA,No Stripe Assigned,2329.327633127288
2010-Q3,EMEIA,RF,2089013.9795410088
2010-Q3,EMEIA,Software,1.2725264289217973E7
2010-Q4,APAC,Academic,2047033.2140230783
2010-Q4,APAC,Core Test,1.6130038415019643E7
2010-Q4,APAC,Data Acquisition,2.330099951330066E7
2010-Q4,APAC,Embedded Systems,8014443.425462301
2010-Q4,APAC,Global Services,1205860.6463445034
2010-Q4,APAC,No Stripe Assigned,0.0
2010-Q4,APAC,RF,2884832.027555729
2010-Q4,APAC,Software,7291701.568964012
2010-Q4,Americas,Academic,3790905.16976077
2010-Q4,Americas,Core Test,2.415114975374081E7
2010-Q4,Americas,Data Acquisition,2.855089495792348E7
2010-Q4,Americas,Embedded Systems,1.4635977771407511E7
2010-Q4,Americas,Global Services,2011452.4993713973
2010-Q4,Americas,No Stripe Assigned,803.2349636288367
2010-Q4,Americas,RF,3511364.7398607144
2010-Q4,Americas,Software,1.708664034108271E7
2010-Q4,EMEIA,Academic,5467204.350994116
2010-Q4,EMEIA,Core Test,2.32558346963427E7
2010-Q4,EMEIA,Data Acquisition,3.0360364398889527E7
2010-Q4,EMEIA,Embedded Systems,1.703941571618693E7
2010-Q4,EMEIA,Global Services,2348929.950430981
2010-Q4,EMEIA,No Stripe Assigned,2484.8085258697274
2010-Q4,EMEIA,RF,6759513.037631559
2010-Q4,EMEIA,Software,1.983359419004971E7
2011-Q1,APAC,Academic,2290161.7931865957
2011-Q1,APAC,Core Test,1.4908005788461382E7
2011-Q1,APAC,Data Acquisition,2.247378337672167E7
2011-Q1,APAC,Embedded Systems,7896270.17779295
2011-Q1,APAC,Global Services,1465428.8497189563
2011-Q1,APAC,No Stripe Assigned,1082.227612222006
2011-Q1,APAC,RF,2648625.025156732
2011-Q1,APAC,Software,7668649.81479019
2011-Q1,Americas,Academic,3900186.96206961
2011-Q1,Americas,Core Test,2.1126049097054638E7
2011-Q1,Americas,Data Acquisition,2.9110225526838165E7
2011-Q1,Americas,Embedded Systems,1.4547211310726633E7
2011-Q1,Americas,Global Services,1980457.0822594652
2011-Q1,Americas,No Stripe Assigned,97966.88292110752
2011-Q1,Americas,RF,3066849.5336726187
2011-Q1,Americas,Software,1.6605762763669368E7
2011-Q1,EMEIA,Academic,3996446.027865354
2011-Q1,EMEIA,Core Test,1.8607302615335383E7
2011-Q1,EMEIA,Data Acquisition,2.688961321580993E7
2011-Q1,EMEIA,Embedded Systems,1.3199275641237523E7
2011-Q1,EMEIA,Global Services,2528660.3614675608
2011-Q1,EMEIA,No Stripe Assigned,1229.490183618624
2011-Q1,EMEIA,RF,2409693.408425992
2011-Q1,EMEIA,Software,1.8284631361795906E7
2011-Q2,APAC,Academic,1886426.2161518438
2011-Q2,APAC,Core Test,1.6086519641901676E7
2011-Q2,APAC,Data Acquisition,2.2134875736862835E7
2011-Q2,APAC,Embedded Systems,8136002.875274548
2011-Q2,APAC,Global Services,1113982.1259907482
2011-Q2,APAC,No Stripe Assigned,2594.80149546021
2011-Q2,APAC,RF,3499643.344667966
2011-Q2,APAC,Software,6557228.927941066
2011-Q2,Americas,Academic,4591066.939667305
2011-Q2,Americas,Core Test,2.7034275017488826E7
2011-Q2,Americas,Data Acquisition,2.8813497904134113E7
2011-Q2,Americas,Embedded Systems,1.6085169258304963E7
2011-Q2,Americas,Global Services,1994858.0757207202
2011-Q2,Americas,No Stripe Assigned,267330.81451456645
2011-Q2,Americas,RF,4640243.281618685
2011-Q2,Americas,Software,1.5597896421306519E7
2011-Q2,EMEIA,Academic,5220754.345821514
2011-Q2,EMEIA,Core Test,2.0453596192031078E7
2011-Q2,EMEIA,Data Acquisition,2.8396291755444977E7
2011-Q2,EMEIA,Embedded Systems,1.4595454374489762E7
2011-Q2,EMEIA,Global Services,2249356.7091175183
2011-Q2,EMEIA,No Stripe Assigned,3902.94012169334
2011-Q2,EMEIA,RF,3752419.996471769
2011-Q2,EMEIA,Software,1.8206425783467248E7
2011-Q3,APAC,Academic,2179144.494091806
2011-Q3,APAC,Core Test,1.4978586645054316E7
2011-Q3,APAC,Data Acquisition,2.328918907371529E7
2011-Q3,APAC,Embedded Systems,7376720.107382768
